"tree_id","displayed_scientific_name","synonyms","family","displayed_common_name","alternative_common_names","generic_1","generic_2","memo","ethnobotanical_info","pacific_island","photolocations","display","landscape_application","landscape_use","native_range","california_native","ca_invasive","hi_native","invasive_text","height_low","height_high","width_low","width_high","growth_rate_low","growth_rate_high","foliage_type","tree_shape","litter_type","bark_color","bark_texture","branch_strength_low","branch_strength_high","leaf_form","leaf_arrangement","leaflet_shape","foliage_growth_color","foliage_fall_color","fruit_size","fruit_color","fruit_type","fruit_value","fruiting_time","flower_showiness","fragrance","flower_color","flower_time","flower_type","usda_zone","sunset_zone","salinity_tolerance","planting_area","soil_texture","saltspray_tolerance","exposure_low","exposure_high","soil_ph_low","soil_ph_high","pest_resistant","pest_susceptibility","disease_resistant","disease_susceptibility","root_damage_potential","health_hazard","attracts_wildlife","biogenic_emissions","deer_palatable","water_use","schoolyard","appraisal","app_lcant","app_grrating"
1791,"Sesbania grandiflora","Aeschynomene coccinea,Agati grandiflora,Robinia grandiflora,Sesban grandiflora,Sesbania coccinea","Fabaceae","VEGETABLE HUMMINGBIRD","KATURAI,AGATI,WEST INDIAN PEA","WISTERIA TREE",,"Fast growing tree that thrives in full sun and is very hardy. Its flowers, green fruit and leaves are edible, and commonly consumned in Southeast Asia and local markets in Hawai'i.","",1,"",1,"Screen,Street Tree",,"Southeast Asia, northern Australia",0,0,0,"",10,25,10,20,0,0,"1","Rounded,Vase","Dry Fruit","Gray","Scaly,Rough","3","3","Pinnately Compound","Alternate","Oblong","Green",0,"Very Large","Green, mature brown","Legume","Edible","Fall,Spring,Summer,Winter","Showy",0,"Red,White","Spring,Summer,Fall,Winter",,"9,10","7,8,9,12,13,14,15,16,18,19,20,21,22,23",,"2 to 4","Loam,Sand,Clay","Low",3,3,2,6,,"Borer,Root Rot,Nematodes",,,"Low","None Known","Birds","",,"H",0,,,
1792,"Maackia fauriei","Maackia floribunda","Fabaceae","DOLBI TREE","MAACKIA","MAACKIA",,"Locally harvested in the wild for medicinegt; Unlike gt;M. amurensis, gt;the dolbi tree has between 6-7 pairs of leaflets as opposed to fewer than 6 pairs. Resistant to disease and pests.","",0,"Copenhagen, Denmark",1,,,"Korea",0,0,0,"",5,30,5,20,0,0,"1","Rounded","Dry Fruit","Brown, Light Gray","Scaly,Smooth","3","3","Pinnately Compound","Alternate","Ovate","Green",1,"Small to Medium","Brown or Gray","Legume",,"Fall","Showy",0,"Cream,White","Summer,Fall",,"5","1,2,3,4,5,6,7,8,9,10,14,15,16,17",,"4 to 7","Loam,Sand","Moderate",3,3,1,7,,,,,"Moderate","None Known",,"",,"M",0,,,
1793,"Pyrus elaeagnifolia","Pyrus elaeagrifolia","Rosaceae","OLEASTER-LEAFED PEAR",,"PEAR",,"A very cold tolerant, deciduous tree growing up to 30ft tall. Fruit can be cooked or eaten raw, and can be growin in semi-arid environments. The species name gt;elaeagnifoliagt; references it's leaves that are similar to gt;Elaeagnus angustifoliagt;, Wild Olive or oleaster.","",0,"",1,"Screen","Espalier,Pleached","Eastern Europe into West Asia",0,0,0,"",20,30,10,10,0,0,"1","Conical,Rounded","Wet Fruit","Dark Brown, Gray","Blocky,Furrowed","3","3","Simple","Alternate","Ovate","Green",1,"Very Large","Yellow-Green","Pome","Edible","Fall,Summer","Showy",0,"White","Spring","Has male and female reproductive parts in each flower (perfect)","4,5,6,7,8","1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18","Moderate Inland",">7","Loam,Sand,Clay","Moderate",3,3,2,6,,"Aphids,Coddling Moths,Mealy Bugs,Psyllid,Caterpillars","Verticillium","Armillaria,Brown Rot,Canker,Crown Rot,Rust,Scab","Low","Allergy","Bees,Birds","",,"M",0,,,
1794,"Phillyrea latifolia","Olea latifolia,Phillyrea aeolica","Oleaceae","GREEN OLIVE TREE","MOCK PRIVET","OLIVE","PRIVET","One of two species in the genus gt;Phillyrea, gt;which grow into evergreen shrubs or small trees.","",0,"Montepellier, France and Boyce Thompson Arboretum - Superior, AZ",1,,,"Mediterranean",0,0,0,,15,30,15,30,,,"3","Rounded",,"Brown","Scaly",,,"Simple","Opposite","Elliptic","Green",,"Small","Black","Drupe",,"Fall","Showy",0,"White,Yellow","Spring,Summer",,"7,8,9","3,4,7,8,9,14,15,16,17","Coastal Good,Good Inland",">7","Loam,Sand","High",2,3,2,4,,"White Fly",,,,,,,,"L",0,,,
1795,"Populus wilsonii",,"Salicaceae","WILSON'S POPLAR",,"POPLAR",,"A deciduous species native to China. Easily distinguishable from gt;Populus lasiocarpagt; by its bright green leaves and red midrib. Wilson's poplar is uncommon in cultivation and is usually propgated by cutting.","",0,"Copenhagen, Denmark",1,"Riparian","Pollarding","China",0,0,0,"",40,80,20,30,0,0,"1","Columnar","Dry Fruit,Twigs","Grey to light brown","Smooth","1","1","Simple","Alternate","Heart-shaped","Green,Blue Green",1,"Small","Brown","Capsule",,"Summer","Inconspicuous",0,,"Winter,Spring","Has male and female reproductive parts in each flower (perfect)","5,6,7,8","1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21",,">7","Loam,Sand,Clay","Moderate",2,3,1,7,,,,,"High","Allergy","Birds","",1,"M",0,,,
1797,"Ficus maclellandii","Ficus rhododendrifolia,Ficus thorelii,Urostigma rhododendrifolium","Moraceae","ALII FIG","BANANA-LEAF FIG","FIG",,"Sometimes used as a housplant in temperate regions. Often confused for gt;Ficus binnendijkii","",1,"",1,"Screen,Shade Tree,Specimen,Container,Shade,Accent","Bonsai","Southeast Asia",0,0,0,"",50,60,50,60,0,0,"3","Rounded","Dry Fruit","Light Gray","Smooth","2","2","Simple","Alternate","Oblong","Green",0,"Small","Green, matures orange","Multiple Fruit",,"Spring","Inconspicuous",0,,"Winter","Has male and female reproductive parts in each flower (perfect)","10,11,12,9","9,13,16,17,18,19,20,21,22,23,24,H1,H2","Inland Good,Coastal Good","4 to 7","Loam,Sand","Low",2,3,1,3,,"Thrip,Leaf Rollers,Mealybugs,Scale",,"Gray Mold","Moderate","Irritant",,"High",,"M",0,,,
1798,"Ficus virens","Ficus infectoria,Ficus  cunninghamii","Moraceae","WHITE FIG","PILKHAN","FIG",,"A deciduous fig tree that often begins it's life as an epiphyte. Two trees of note are the Curtain Fig Tree and The Tree of Knowledge both in Australia. New leaves are red to pink.","",1,"",1,"Screen,Shade Tree,Specimen,Container,Shade,Accent","Bonsai","Pakistan, India, southeast Asia, northern Australia",0,0,0,"",50,100,80,100,0,0,"1","Rounded","Dry Fruit","Light Gray","Smooth","2","2","Simple","Alternate","Oblong","Green",0,"Small","Green","Multiple Fruit",,"Spring","Inconspicuous",0,,"Winter",,"10","13,16,17,18,19,20,21,22,23,24,H1,H2","Inland Good",">7","Loam,Sand","Low",2,3,1,3,,,,,"Moderate","Irritant",,"High",,"M",0,,,
1799,"Malus toringoides","Pyrus toringoides,Pyrus transitoria var. toringoides,Sinomalus toringoides","Rosaceae","CUT-LEAF CRABAPPLE",,"CRABAPPLE",,"Sometimes used as rootstock in apple cultivation. Believed to be a naturally occuring hybrid.","",0,"",1,"Specimen,Buffer Strip","Bonsai,Espalier","Western China",0,0,0,"",15,20,15,20,0,0,"1","Rounded","Leaves,Fruit","Gray Brown","Scaly",,,"Simple","Alternate","Elliptic","Green",1,"Medium","Red","Pome","Edible","Summer","Showy",0,"White","Spring","Has male and female reproductive parts in each flower (perfect)","5,7,8,6","1,2,3,4,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21","Moderate Inland","4 to 7","Loam,Sand,Clay","",3,3,2,2,,"Aphids,Webworm,Scales,Mites",,"Armillaria,Mildew,Fire Blight,Powdery Mildew","Low",,"Birds,Mammals,Bees","",,"M",0,,,
1800,"Magnolia tripetala","Kobus tripetala,Magnolia frondosa,Magnolia michauxii,Magnolia umbellata,Magnolia virginiana var. tripetala","Magnoliaceae","UMBRELLA MAGNOLIA","UMBRELLA-TREE","MAGNOLIA",,"Often a multi-stemmed tree that typically grows up to 30ft tall. This tree is native to the Appalachia Mountains. The common name quot;Umbrella-Treequot; comes from the fact that the leaves are clustered at branch tips.","",0,"",1,"Riparian,Small Tree,Ornamental",,"Eastern United States",0,0,0,"",20,30,20,30,0,0,"1","Rounded","Dry Fruit,Flowers,Leaves","Light Gray","Smooth,Scaly","3","3","Simple","Alternate","Oblanceolate","Green,Light Green",0,"Large","Red","Follicle",,"Fall","Showy",1,"White","Summer",,"6,7,8,9,10","6,7,8,9,14,15,16,17,18,19,20,21,22,23,24","Coastal Moderate",">7","Loam,Sand","Moderate",2,3,1,4,,"Scale",,"Bacterial Blight","Moderate",,,"",,"M",0,,,
1801,"Eucalyptus websteriana",,"Myrtaceae","WEBSTER'S MALLEE","HEART-LEAF MALLEE,DAINTY MALLEE","EUCALYPTUS",,"Webster's mallee is a small shrubby eucalypt. It is found on rocky soils. It has peeling red bark with blue-green heart shaped leaves.","",0,"San Luis Obispo, California",1,"Screen,Windbreak,Specimen",,"Western Australia",0,0,0,"",13,10,13,16,,,"0","Rounded","Dry Fruit","Red","Smooth",,,"Simple","Alternate","Heart-shaped","Blue Green",0,"Small","Brown","Capsule",,"Fall","Showy",,"Yellow","Spring,Summer",,"9,10","5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24","Good Inland",,"Loam,Sand,Clay","Low",2,3,2,6,,,,"Anthracnose,Canker,Leaf Spot",,,,,,"L",0,,,
1802,"Banksia speciosa","Banksia grandidentata,Sirmuellera speciosa","Proteaceae","SHOWY BANKSIA",,"BANKSIA",,"Showy Banksia has long, thin leaves with serrated leaf margins, resembling a sawblade. This small tree puts on new growth in the summer, which is often covered in rusty hairs. It is fast growing. It's yellow to cream colored flowers arise from the ends of stems, and can appear at anything throughout the year.","",0,"",1,"Windbreak,Screen,Specimen",,"Western Australia",0,0,0,"",12,30,10,15,0,0,"3","Rounded",,"Gray","Smooth",,,"Simple","Alternate","Linear","Green",0,"Medium to Large","Brown","Capsule",,"Fall,Winter,Spring","Showy",0,"Yellow","Fall,Winter,Spring",,"10,9","15,16,17,18,19,20,21,22,23,24","Coastal Good",">7","Loam,Sand","High",3,3,3,5,,,,"Phytophthora","","None Known","Birds,Bees","",,"L",0,,,
1803,"Pterospermum acerifolium","Pterospermum macrocarpum,Pterospermadendron acerifolium,Pentapetes acerifolia,Dombeya acerifolia,Cavanilla acerifolia","Malvaceae","BAYUR TREE","KARNIKARA TREE,MAPLE-LEAVED BAYUR",,,"Bayur Tree is an evergreen tree native to Southeast Asia. It grows best in seasonally moist climates with full sun. It has large, maple-shaped leaves with white hairy underisdes and slightly tothed margins.","",0,,1,"Riparian,Specimen",,"Southeast Asia",0,0,0,,20,40,20,40,,,"3","Rounded",,"Gray, Brown","Scaly,Blocky",,,"Simple","Alternate","Palmately-lobed","Green",0,"Medium","Brown","Capsule",,"Summer","Showy",1,"White","Winter,Spring",,"10","16,17,18,19,20,21,22,23,24",,">7","Sand,Loam,Clay","Low",2,3,2,4,,,,,,,,,,"M",0,,,
1804,"Mussaenda philippica","Mussaenda grandiflora","Rubiaceae","QUEEN OF PHILIPPINES",,,,"Shrub or small tree. There are a many varieties with flowers ranging from white to pink to red.","",0,,1,"Ornamental",,"Philippines",0,0,0,,5,10,5,10,,,"3","Rounded",,"Brown, Gray","Smooth",,,"Simple","Opposite","Elliptic","Green",0,"Small","Brown",,,"Fall,Spring,Summer,Winter","Showy",,"Orange,White,Red,Pink","Fall,Spring,Winter,Summer","Has male and female reproductive parts in each flower (perfect)","9,10","14,15,16,17,18,19,20","Good","4 to 7","Loam,Sand","Moderate",2,3,4,5,,"White Fly,Scale insects,Mealybugs",,,,,,,,"M",0,,,
1805,"Crataegus nitida 'Indi'","Crataegus viridis var. nitida","Rosaceae","SHINING HAWTHORN","GLOSSY HAWTHORN","HAWTHORN",,"Small, dense tree with a rounded canopy. The white flowers cover the entire tree in spring.","",0,"",1,"Screen","Hedged,Pleached","Southern Illinois, West Tennessee, northeast Arkansas",0,0,0,"",20,30,20,30,0,0,"1","Rounded,Vase","Wet Fruit","Dark Gray, Light Gray","Scaly,Smooth","5","5","Simple","Alternate","Elliptic","Green",1,"Small","Red","Pome","Edible,Wildlife use it","Fall,Winter","Showy",0,"White","Spring,Summer","Has male and female reproductive parts in each flower (perfect)","5,6,7","4,5,6,7,8,9,14,15",,"4 to 7","Loam,Sand,Clay","Moderate",3,3,1,7,,"Aphids,Beetle Borers,Spider Mites,Scales","Fair Resistance to Fire Blight,Verticillium","Fire Blight,Armillaria,Powdery Mildew,Root Rot","Low","Allergy","Bees,Birds","",,"M",0,,,
1806,"Bauhinia monandra",,"Fabaceae","PINK BAUHINIA","ORCHID TREE,NAPOLEON'S PLUM","ORCHID TREE",,"This large shrub or small tree is naturalized in many tropical places worldwide. &lt;em&gt;Bauhinia monandra&lt;/em&gt;&lt;span style=&quot;color: rgb(33,37,41);background-color: rgb(245,245,245);font-size: 16px;font-family: -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji;&quot;&gt; has a HPWRA (Hawai‘i Pacific Weed Risk Assessment) score of 7 (High Risk).&lt;/span&gt;","",1,"Kona, Hawai'i",1,"Screen,Container,Lawn Tree,Small Tree,Ornamental,Street Tree",,"Madagascar",0,0,0,"",10,25,5,15,36,36,"0","Rounded","Dry Fruit","Dark Gray or Light Gray","Scaly,Smooth","3","3","Simple","Alternate","Oval","Light Green",0,"Very Large","Brown","Legume",,"Summer","Showy",1,"Red,Purple,Pink,White,Maroon","Fall,Spring",,"9,10,11,12","13,15,16,18,19,20,21,22,23,24,H1,H2","Moderate Inland,Coastal Good","2 to 4","Loam,Sand","Low",2,3,1,5,,"Aphids",,,"Low","None Known","Birds","Moderate",,"H",0,,,
1808,"Metrosideros collina 'Springfire'","Leptospermum collinum","Myrtaceae",,,"OHIA",,"A shrub to small tree. It can be maintained as a small tree or even a hedge plant. It has been confused with it's close relative, gt;Metrosideros polymorpha, gt;Ohi'a Lehua. There is a more information about this plant on the quot;https://www.smgrowers.com/products/plants/plantdisplay.asp?strSearchTextplant\_idpagegt; site.","",0,"",1,"Specimen,Hedge,Container","Bonsai","French Polynesia, Cook Islands",0,0,0,"",12,25,6,8,,,"3","Rounded","Dry Fruit,Flowers","Gray","Blocky,Rough,Scaly",,,"Simple","Opposite","Oval","Bluish Green,Silver,Gray Green",0,"Very Small","Brown","Capsule",,"Fall","Showy",0,"Red","Summer,Spring",,"10,9","15,17,22,23,H1,H2","Inland Good,Coastal Good",">7","Loam,Sand","High",2,3,3,4,,"Caterpillars",,,"",,"Birds,Butterflies","",,"L",0,,,
1809,"Quercus rysophylla","Quercus rhysophylla","Fagaceae","LOQUAT LEAF OAK",,"OAK",,"Loquat leaf oak is a red oak native to the Sierra Madre Oriental in Mexico. Like most members of the red oak section (&lt;em&gt;Quercus Section Lobatae&lt;/em&gt;) its acorns take two years to mature. The specific epithet '&lt;em&gt;rysophylla&lt;/em&gt;' means &quot;wrinkled leaf&quot;, which superificially resembles the leaves of the loquat (&lt;em&gt;Eriobotrya japonica&lt;/em&gt;).
","",0,"San Luis Obispo, California",1,"Stree Tree,Specimen",,"Mexico",0,0,0,"",40,60,30,40,,,"0","Rounded",,"Dark Gray, Brown","Scaly",,,"Simple","Alternate","Spear-shaped","Dark Green,Reddish",0,"Small","Brown","Acorn",,"Fall","Inconspicuous",0,,"Spring",,"7,8,9,10","14,15,16,17,18,21,22,23,24","Good Inland","4 to 7","Loam,Sand,Clay","Low",3,3,3,4,,,"Verticillium","Phytophthora ramorum Sudden Oak Death",,,,,,"L",0,,,
1810,"Grewia occidentalis","Grewia chirindae,Grewia microphylla,Grewia obtusifolia,Grewia trinervis,Grewia ulmifolia","Malvaceae","CROSSBERRY","FOUR-CORNER,AFRICAN STARBUSH,LAVENDAR STAR FLOWER",,,"Crossberry is a small deciduous tree. It can be trained to be a vining plant or shrub. It has soft hairy branches, and leaves that have margins with small rounded teeth.","",0,,1,"Screen,Garden,Espallier",,"South Africa",0,0,0,,5,10,5,10,,,"2","Rounded","Leaves",,,,,"Simple","Alternate","Oval","Green",0,"Small","Reddish-brown","Berry",,"Winter,Spring","Showy",,"Purple","Fall,Winter",,"9,10","8,9,13,14,15,16,17,18,19,20,21,22,23,24","Coastal Moderate,Inland Good","2 to 4","Loam,Sand","Moderate",3,3,,,,"Caterpillars,Mealy Bugs,Nematodes",,,,,,,,"M",0,,,
1812,"Acacia redolens",,"Fabaceae","BANK CATCLAW","PROSTRATE ACACIA,DESERT CARPET","ACACIA",,"This is a low growing shrub with a dense habit widely planted in Southern California for bank stabilization and ground cover. Its flowers are vanilla scented. Once this drought tolerant shrub is established, it does not require irrigation. Can be susceptable to soil borne fungi if not properly drained.","",0,,1,"Ground cover",,"South Australia",0,1,0,"Naturalized in California",5,10,10,15,,,"3","Prostrate",,,,,,"Simple","Alternate","Oblanceolate","Green",0,"Small","Brown","Legume",,"Summer,Fall","Showy",1,"Yellow","Spring",,"9,10","21,22,23,24","Coastal Good","2 to 4","Sand,Loam","High",3,3,3,2,,"Scale",,"Root Fungus",,,,,,"VL",0,,,
1813,"Senegalia greggii","Acacia greggii","Fabaceae","CAT CLAW ACACIA","WAIT A MINUTE BUSH,CATCLAW ACACIA","ACACIA",,"Senegalia greggii, native to arid regions of North America, is a shrub with distinct features. Its leaves are typically small, with multiple pairs of tiny, delicate leaflets, giving it a finely textured appearance. During its flowering season, it produces small, spherical clusters of pale yellow to cream-colored blossoms. While these flowers are not particularly showy, they are essential for pollinators and support local ecological interactions. The plant's fruits are relatively inconspicuous, resembling small pods, and serve as a means of reproduction. Senegalia greggii is well-adapted to the challenging conditions of arid landscapes, where it provides habitat and sustenance for various desert wildlife, making it a valuable component of the native flora.","",0,"Los Angeles County Arboretum - Arcadia, CA and Quail Botanic Gardens - Encinitas, CA, Starr Pass - Tucson, AZ",1,"Screen","Hedged","Mexico and Central America",1,0,0,"",15,25,15,25,24,36,"2","Rounded,Vase","Dry Fruit","Dark Brown, Dark Gray, Light Gray or Light Green","Smooth,Scaly","1","1","Bipinnately Compound","Alternate","Linear","Bluish Green,Silver,Gray Green",0,"Large","Brown","Legume",,"Summer,Winter","Showy",1,"Yellow,Orange","Winter,Spring",,"10,11,9","13,14,15,16,17,18,19,20,21,22,23,24","Good Inland","2 to 4","Loam,Sand","Moderate",2,3,3,7,,"Invasive Shot Hole Borer,Caterpillars","Texas Root Rot","Root Rot","Low","Allergy","Birds","Moderate",0,"VL",0,"Yes","24"" box","2"
1814,"Erythrina speciosa","Erythrina graefferi,Erythrina poianthes,Erythrina reticulata,Corallodendron  reticulatum,Micropteryx reticulata,Stenotropis berteroi","Fabaceae","CORAL TREE","PINK CORAL TREE","CORAL TREE",,"This is a spiny, deciduous large shrub or small tree that is often used as a hedge in its native range in Brazil. Flowers are particularly long with rolled petals. The seeds are toxic.","",0,"San Diego, California",1,"Screen,Street Tree",,"Brazil",0,0,0,"",10,30,8,12,0,0,"1","Rounded,Vase","Dry Fruit","Reddish Brown","Rough,Smooth,Corky","2","2","Trifoliate","Alternate","Diamond-shaped","Green",0,"Small","Brown","Legume",,"Winter","Showy",0,"Red","Summer,Fall",,"10,9","12,13,19,20,21,22,23,24",,"2 to 4","Loam,Sand,Clay","Moderate",3,3,4,7,,"Aphids,Erythrina Stem Borer",,,"Moderate","Poisonous",,"",0,"M",0,,,
1815,"Erythrina latissima","Erythrina gibbsae,Erythrina sandersoni,Chirocalyx mollissimus","Fabaceae","BROAD-LEAVED CORAL TREE","BROAD-LEAVED LUCKY BEAN TREE","CORAL TREE",,"Most of the 100 or so species in the gt; have scarlet red to deep orange, scentless, nectar-filled flowers. Broad-Leaved coral tree is a small to medium-sized tree with wooly young branches and thick, corky bark. Its leaves turn leathery when mature.","",0,"Los Angeles, UCLA, California",1,"Screen,Garden,Park Tree",,"Southern Africa",0,0,0,"",15,30,15,20,24,24,"1","Rounded","Dry Fruit","Gray","Corky","2","2","Trifoliate","Alternate","Ovate","Dark Green",0,"Large","Brown","Legume","Wildlife use it","Summer","Showy",1,"Red","Spring,Summer",,"9,10","12,13,14,15,16,17,19,20,21,22,23,24",,"4 to 7","Loam,Sand","moderate",3,3,1,7,,"Aphids,Erythrina Gall Wasp",,"Armillaria,Root Rot,Sooty Mold","Low","Poisonous",,"",0,"M",0,,,
1816,"Acacia elata","Acacia terminalis,Racosperma elatum","Fabaceae","CEDAR WATTLE","MOUNTAIN CEDAR WATTLE","ACACIA",,"This unarmed Acacia grows along the sides of rivers and wet areas in the rainforests of Eastern Australia. It isn't commonly cultivated outside of Australia and sometimes in tropical contries.","",0,"Lotusland - Santa Barbara, CA",1,,,"Eastern Australia",0,0,0,"",30,45,20,20,0,0,"3","Conical,Rounded","Dry Fruit","Black or Dark Brown","Fissured",,,"Bipinnately Compound","Alternate","Spear-shaped","Dark Green",0,"Medium to Large","Red to Brown","Legume",,"Winter","Showy",0,"Cream,White","Summer",,"9,10,11","8,9,13,14,15,16,17,18,19,20,21,22,23,24","Good Inland",">7","Loam,Sand","Moderate",2,3,3,7,,"Invasive Shot Hole Borer,Beetle Borers,Thrip",,"Phytophthora,Root Rot","High","Allergy","Birds","Moderate",0,"M",0,"Yes","24"" box","3"
1817,"Cycas revoluta",,"Cycadaceae","SAGO PALM","KING SAGO,SAGO CYCAD,JAPANESE SAGO PALM","CYCAD",,"The Sago Palm is a widely cultivated ornamental, seen in yards and botanical gardens throughout the world. It's not related to palm trees. It is more closely related to conifers and other cone-bearing plants. gt;Sago is a starch made from the pith of palm trees that is used in cooking; however, it is handled with care as most of the plant contains toxins that are harmful if ingested.","",0,"HI, Pasadena, CA, UC Berkeley, CA and Huntington Botanical Garden - San Marino, CA",1,"Garden,Landscape",,"Southern Japan",0,0,0,,5,10,3,10,,,"3","Palm",,"Grey",,,,"Pinnately Compound","Alternate","Elliptic","Green",0,"Medium to Large","Red","Cone",,"Winter",,,,"Summer",,"9,10,8","14,15,16,17","Coastal Good","2 to 4","Loam,Sand","Moderate",2,3,1,4,,"Scale,Mealybugs,Spider Mites",,,"Low","Poisonous",,,0,"M",0,"Yes","24"" box","—"
1818,"Duranta erecta","Duranta repens","Verbenaceae","GOLDEN DEWDROP","PIGEON BERRY,SKYFLOWER","Tree",,"This sprawling shrub is a common ornamental in subtropical and tropical regions.gt;Its leaves and young berries are toxic to humans and pets. Birds, however, have no problems eating the berries.","",1,"Kauai - HI, Kona - HI, Maui - HI, Alice Keck Park Memorial Garden - Santa Barbara, CA",1,,,"Mexico and South America",0,0,0,"potentially invasive in specific areas of California in Australia, across Asia, South Africa and the Pacific Islands",5,15,5,10,,,"0","Rounded,Prostrate",,"Grey","Smooth",,,"Simple","Alternate","Ovate","Green",0,"Small","Orange","Drupe",,"Fall,Summer","Showy",1,"White,Blue","Spring,Summer",,"9,10","13,16,17,18,19,20,21,22,23,24,H1,H2","Coastal Moderate","2 to 4","Sand,Loam","Moderate",2,3,1,7,,"Nematodes,Scale,Whiteflies",,"Anthracnose",,"Poisonous",,,0,"M",0,"Yes","24"" box","1"
1819,"Persea indica","Borbonia indica,Laurus indica","Lauraceae","CANARY AVOCADO",,"AVOCADO",,"Canary avocado occurs exclsuivly in the high humidity, damp laurel forests of the Macronesian Islands along with other members of the laurel family (Lauraceae). It is widely planted in Florida and in Southern California.","",1,"",1,"Specimen,Shade Tree",,"Madeira and Canary Islands",0,0,0,"",10,40,0,0,0,0,"0","Rounded","Leaves,Fruit","Brown","Rough","5","5","Simple","Alternate","Elliptic","Green",0,"Small","Green or Purple","Berry","Edible","Spring,Summer","Inconspicuous",0,"green","Winter,Spring",,"9,10,11","9,15,19,20,21,22,23,24",,"2 to 4","Loam,Sand,Clay","",2,3,2,6,,"Invasive Shot Hole Borer,Mites,Scales",,"Root Rot,Leaf Spot","Low",,,"Low",,"M",0,"Yes","24"" box","2"
1820,"Quercus turbinella","Quercus dumosa subsp. turbinella,Quercus subturbinella","Fagaceae","GRAY OAK","SHRUB LIVE OAK,TURBINELLA OAK,SONORAN SCRUB OAK ","OAK",,"Gray oak occurs sporadically throughout the Western United States and into Northern Mexico. It is most common in Arizona.","",0,"Sedona, AZ and ABQ BioPark - Albuquerque, NM",1,"Screen","Hedged","Western North America",1,0,0,"",5,15,6,8,0,0,"3","Rounded","Dry Fruit","Dark Gray","Furrowed,Smooth","5","5","Simple","Alternate","Oval","Green",0,"Medium","Brown","Acorn",,"Fall,Winter","Inconspicuous",0,,"Spring",,"7,8,9,10","15,16,17,21,22,23,24",,"2 to 4","Sand",,3,3,1,5,,,"Verticillium","Phytophthora","Low",,"Birds,Squirrels","High",1,"L",0,"Yes","24"" box","—"
1821,"Schizolobium parahyba","Caesalpinia parahyba,Cassia parahyba,Schizolobium excelsum,Schizolobium glutinosum,Schizolobium kellermanii,Schizolobium parahybrum","Fabaceae","BRAZILIAN FIRETREE","BRAZILIAN FERN TREE",,,"This is one of the fastest growing trees, growing about 3 meters per year. It is commonly used in reforestation projects in tropical regions. gt;The wood is susceptable to bugs and smells bad when freshly cut.","",1,"Balboa Park - San Diego, Califonria and Oahu, Hawaii",1,,,"Central America to Southern Brazil",0,0,0,"",20,100,20,20,,,"3","Rounded",,"Grey","Scaly",,,"Bipinnately Compound","Alternate","Elliptic","Green",0,"Small","Brown","Legume",,"Spring","Showy",0,"Yellow","Winter",,"10",,"Moderate",">7","Loam,Clay","Moderate",2,3,3,5,,,,,,,,,,"H",0,"Yes","24"" box","1"
1822,"Prosopis pubescens","Prosopis emoryi,Strombocarpa odorata,Strombocarpa pubescens","Fabaceae","SCREWBEAN","SCREWBEAN MESQUITE,TORNILLO","MESQUITE",,"Screwbean grows in gravelly washes and desert ravines, especially in areas of saline soils, throughout the Mojave and Sonoran deserts of California. Its range extends eastward across the southwestern United States to western Texas and a short distance into northern Mexico. Screwbean is a shrub or small desert tree with twice-divided leaves born along branches armed with short thorns. Its most distinctive feature is the tightly coiled legumes.","",0,"ABQ BioPark - Albuquerque, NM, and Phoenix AZ",1,"Bank Stabilization,Specimen",,"Southwestern United States and Mexico",1,0,0,"",10,30,20,20,0,0,"1","Rounded","Dry Fruit,Leaves","Dark Gray","Fissured","3","3","Bipinnately Compound","Alternate","Linear","Blue Green,Green",1,"Medium","Brown","Legume","Edible","Summer","Showy",0,"Yellow","Spring",,"8,9","7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23","Good Inland","2 to 4","Loam,Sand","Low",3,3,3,5,,,,,"Low","None Known","Birds,Bees,Butterflies","",,"VL",0,"Yes","24"" box","—"
1823,"Prosopis chilensis 'Thornless'","Neltuma chilensis 'Thornless'","Fabaceae","THORNLESS CHILEAN MESQUITE","ALGARROBO","MESQUITE",,"This tree, native to South America, is fast-growing with low moisture requirements. This variety is thornless.","",0,"Quail Arboretum - Encinitas, CA",1,"Xerophytic",,"Chile",0,0,0,"",30,30,30,30,36,36,"1","Rounded","Dry Fruit","Dark Gray","Fissured","3","3","Bipinnately Compound","Alternate","Linear","Dark Green",1,"Very Large","Brown","Legume","Edible","Summer","",0,"Yellow","Spring",,"8,9,10","10,11,12,13","Good Inland","2 to 4","Loam,Sand","Low",3,3,4,7,,,,,"Low","None Known","Birds","",,"VL",0,"Yes","24"" box","2"
